date,product_name,day_of_week,season_encoded,previous_sales,quantity_sold
2025-07-13,Strawberry Ice Cream,6,2,2430,2664
2025-07-14,Strawberry Ice Cream,0,2,2664,2512
2025-07-15,Strawberry Ice Cream,1,2,2512,2549
2025-07-16,Strawberry Ice Cream,2,2,2549,2691
2025-07-17,Strawberry Ice Cream,3,2,2691,2509
2025-07-18,Strawberry Ice Cream,4,2,2509,2476
2025-07-19,Strawberry Ice Cream,5,2,2476,2692
2025-07-20,Strawberry Ice Cream,6,2,2692,2907
2025-07-21,Strawberry Ice Cream,0,2,2907,2735
2025-07-22,Strawberry Ice Cream,1,2,2735,2833
2025-07-23,Strawberry Ice Cream,2,2,2833,2598
2025-07-24,Strawberry Ice Cream,3,2,2598,2871
2025-07-25,Strawberry Ice Cream,4,2,2871,2769
2025-07-26,Strawberry Ice Cream,5,2,2769,2549
2025-07-27,Strawberry Ice Cream,6,2,2549,2613
2025-07-28,Strawberry Ice Cream,0,2,2613,2868
2025-07-29,Strawberry Ice Cream,1,2,2868,2737
2025-07-30,Strawberry Ice Cream,2,2,2737,2811
2025-07-31,Strawberry Ice Cream,3,2,2811,2792
2025-08-01,Strawberry Ice Cream,4,2,2792,2952
2025-08-02,Strawberry Ice Cream,5,2,2952,2891
2025-08-03,Strawberry Ice Cream,6,2,2891,2859
2025-08-04,Strawberry Ice Cream,0,2,2859,3056
2025-08-05,Strawberry Ice Cream,1,2,3056,2882
2025-08-06,Strawberry Ice Cream,2,2,2882,3154
2025-08-07,Strawberry Ice Cream,3,2,3154,3328
2025-08-08,Strawberry Ice Cream,4,2,3328,3124
2025-08-09,Strawberry Ice Cream,5,2,3124,3449
2025-08-10,Strawberry Ice Cream,6,2,3449,3582
2025-08-11,Strawberry Ice Cream,0,2,3582,3703
2025-08-12,Strawberry Ice Cream,1,2,3703,3938
2025-08-13,Strawberry Ice Cream,2,2,3938,3905
2025-08-14,Strawberry Ice Cream,3,2,3905,4180
2025-08-15,Strawberry Ice Cream,4,2,4180,4051
2025-08-16,Strawberry Ice Cream,5,2,4051,3767
2025-08-17,Strawberry Ice Cream,6,2,3767,3669
2025-08-18,Strawberry Ice Cream,0,2,3669,3888
2025-08-19,Strawberry Ice Cream,1,2,3888,3569
2025-08-20,Strawberry Ice Cream,2,2,3569,3345
2025-08-21,Strawberry Ice Cream,3,2,3345,3667
2025-08-22,Strawberry Ice Cream,4,2,3667,3892
2025-08-23,Strawberry Ice Cream,5,2,3892,4071
2025-08-24,Strawberry Ice Cream,6,2,4071,4002
2025-08-25,Strawberry Ice Cream,0,2,4002,3709
2025-08-26,Strawberry Ice Cream,1,2,3709,3410
2025-08-27,Strawberry Ice Cream,2,2,3410,3746
2025-08-28,Strawberry Ice Cream,3,2,3746,3885
2025-08-29,Strawberry Ice Cream,4,2,3885,4049
2025-08-30,Strawberry Ice Cream,5,2,4049,3692
2025-08-31,Strawberry Ice Cream,6,2,3692,3884
2025-09-01,Strawberry Ice Cream,0,3,3884,4028
2025-09-02,Strawberry Ice Cream,1,3,4028,3787
2025-09-03,Strawberry Ice Cream,2,3,3787,3475
2025-09-04,Strawberry Ice Cream,3,3,3475,3169
2025-09-05,Strawberry Ice Cream,4,3,3169,3457
2025-09-06,Strawberry Ice Cream,5,3,3457,3160
2025-09-07,Strawberry Ice Cream,6,3,3160,3008
2025-09-08,Strawberry Ice Cream,0,3,3008,3003
2025-09-09,Strawberry Ice Cream,1,3,3003,3035
2025-09-10,Strawberry Ice Cream,2,3,3035,2783
2025-09-11,Strawberry Ice Cream,3,3,2783,2830
2025-09-12,Strawberry Ice Cream,4,3,2830,2562
2025-09-13,Strawberry Ice Cream,5,3,2562,2679
2025-09-14,Strawberry Ice Cream,6,3,2679,2914
2025-09-15,Strawberry Ice Cream,0,3,2914,3048
2025-09-16,Strawberry Ice Cream,1,3,3048,3243
2025-09-17,Strawberry Ice Cream,2,3,3243,2985
2025-09-18,Strawberry Ice Cream,3,3,2985,2896
2025-09-19,Strawberry Ice Cream,4,3,2896,2978
2025-09-20,Strawberry Ice Cream,5,3,2978,3132
2025-09-21,Strawberry Ice Cream,6,3,3132,3058
2025-09-22,Strawberry Ice Cream,0,3,3058,3156
2025-09-23,Strawberry Ice Cream,1,3,3156,3257
2025-09-24,Strawberry Ice Cream,2,3,3257,3390
2025-09-25,Strawberry Ice Cream,3,3,3390,3181
2025-09-26,Strawberry Ice Cream,4,3,3181,3294
2025-09-27,Strawberry Ice Cream,5,3,3294,3600
2025-09-28,Strawberry Ice Cream,6,3,3600,3271
2025-09-29,Strawberry Ice Cream,0,3,3271,3574
2025-09-30,Strawberry Ice Cream,1,3,3574,3492
2025-10-01,Strawberry Ice Cream,2,3,3492,3412
2025-10-02,Strawberry Ice Cream,3,3,3412,3634
2025-10-03,Strawberry Ice Cream,4,3,3634,3548
2025-10-04,Strawberry Ice Cream,5,3,3548,3259
2025-10-05,Strawberry Ice Cream,6,3,3259,2974
2025-10-06,Strawberry Ice Cream,0,3,2974,2731
2025-10-07,Strawberry Ice Cream,1,3,2731,2461
2025-10-08,Strawberry Ice Cream,2,3,2461,2333
2025-10-09,Strawberry Ice Cream,3,3,2333,2304
2025-10-10,Strawberry Ice Cream,4,3,2304,2358
2025-10-11,Strawberry Ice Cream,5,3,2358,2277
2025-10-12,Strawberry Ice Cream,6,3,2277,2414
2025-10-13,Strawberry Ice Cream,0,3,2414,2193
2025-10-14,Strawberry Ice Cream,1,3,2193,1988
2025-10-15,Strawberry Ice Cream,2,3,1988,2148
2025-10-16,Strawberry Ice Cream,3,3,2148,1990
2025-10-17,Strawberry Ice Cream,4,3,1990,2144
2025-10-18,Strawberry Ice Cream,5,3,2144,2050
2025-10-19,Strawberry Ice Cream,6,3,2050,2128
2025-10-20,Strawberry Ice Cream,0,3,2128,2059
2025-10-21,Strawberry Ice Cream,1,3,2059,2171
2025-10-22,Strawberry Ice Cream,2,3,2171,2003
2025-10-23,Strawberry Ice Cream,3,3,2003,2202
2025-10-24,Strawberry Ice Cream,4,3,2202,2100
2025-10-25,Strawberry Ice Cream,5,3,2100,1992
2025-10-26,Strawberry Ice Cream,6,3,1992,2174
2025-10-27,Strawberry Ice Cream,0,3,2174,2275
2025-10-28,Strawberry Ice Cream,1,3,2275,2127
2025-10-29,Strawberry Ice Cream,2,3,2127,2082
2025-10-30,Strawberry Ice Cream,3,3,2082,2071
2025-10-31,Strawberry Ice Cream,4,3,2071,2019
2025-11-01,Strawberry Ice Cream,5,3,2019,2141
2025-11-02,Strawberry Ice Cream,6,3,2141,2157
2025-11-03,Strawberry Ice Cream,0,3,2157,2132
2025-11-04,Strawberry Ice Cream,1,3,2132,2109
2025-11-05,Strawberry Ice Cream,2,3,2109,2319
2025-11-06,Strawberry Ice Cream,3,3,2319,2227
2025-11-07,Strawberry Ice Cream,4,3,2227,2063
2025-11-08,Strawberry Ice Cream,5,3,2063,2112
2025-11-09,Strawberry Ice Cream,6,3,2112,2020
2025-11-10,Strawberry Ice Cream,0,3,2020,2018
2025-11-11,Strawberry Ice Cream,1,3,2018,2064
2025-11-12,Strawberry Ice Cream,2,3,2064,1991
2025-11-13,Strawberry Ice Cream,3,3,1991,1915
2025-11-14,Strawberry Ice Cream,4,3,1915,1869
2025-11-15,Strawberry Ice Cream,5,3,1869,2047
2025-11-16,Strawberry Ice Cream,6,3,2047,2209
2025-11-17,Strawberry Ice Cream,0,3,2209,2346
2025-11-18,Strawberry Ice Cream,1,3,2346,2259
2025-11-19,Strawberry Ice Cream,2,3,2259,2116
2025-11-20,Strawberry Ice Cream,3,3,2116,2211
2025-11-21,Strawberry Ice Cream,4,3,2211,2172
2025-11-22,Strawberry Ice Cream,5,3,2172,2005
2025-11-23,Strawberry Ice Cream,6,3,2005,2086
2025-11-24,Strawberry Ice Cream,0,3,2086,2089
2025-11-25,Strawberry Ice Cream,1,3,2089,2077
2025-11-26,Strawberry Ice Cream,2,3,2077,1887
2025-11-27,Strawberry Ice Cream,3,3,1887,1705
2025-11-28,Strawberry Ice Cream,4,3,1705,1650
2025-11-29,Strawberry Ice Cream,5,3,1650,1529
2025-11-30,Strawberry Ice Cream,6,3,1529,1433
2025-12-01,Strawberry Ice Cream,0,0,1433,1306
2025-12-02,Strawberry Ice Cream,1,0,1306,1420
2025-12-03,Strawberry Ice Cream,2,0,1420,1286
2025-12-04,Strawberry Ice Cream,3,0,1286,1288
2025-12-05,Strawberry Ice Cream,4,0,1288,1263
2025-12-06,Strawberry Ice Cream,5,0,1263,1196
2025-12-07,Strawberry Ice Cream,6,0,1196,1107
2025-12-08,Strawberry Ice Cream,0,0,1107,1159
2025-12-09,Strawberry Ice Cream,1,0,1159,1179
2025-12-10,Strawberry Ice Cream,2,0,1179,1131
2025-12-11,Strawberry Ice Cream,3,0,1131,1235
2025-12-12,Strawberry Ice Cream,4,0,1235,1277
2025-12-13,Strawberry Ice Cream,5,0,1277,1385
2025-12-14,Strawberry Ice Cream,6,0,1385,1272
2025-12-15,Strawberry Ice Cream,0,0,1272,1158
2025-12-16,Strawberry Ice Cream,1,0,1158,1234
2025-12-17,Strawberry Ice Cream,2,0,1234,1156
2025-12-18,Strawberry Ice Cream,3,0,1156,1234
2025-12-19,Strawberry Ice Cream,4,0,1234,1124
2025-12-20,Strawberry Ice Cream,5,0,1124,1215
2025-12-21,Strawberry Ice Cream,6,0,1215,1149
2025-12-22,Strawberry Ice Cream,0,0,1149,1243
2025-12-23,Strawberry Ice Cream,1,0,1243,1317
2025-12-24,Strawberry Ice Cream,2,0,1317,1382
2025-12-25,Strawberry Ice Cream,3,0,1382,1397
2025-12-26,Strawberry Ice Cream,4,0,1397,1415
2025-12-27,Strawberry Ice Cream,5,0,1415,1439
2025-12-28,Strawberry Ice Cream,6,0,1439,1373
2025-12-29,Strawberry Ice Cream,0,0,1373,1434
2025-12-30,Strawberry Ice Cream,1,0,1434,1305
2025-12-31,Strawberry Ice Cream,2,0,1305,1252
2026-01-01,Strawberry Ice Cream,3,0,1252,1132
2026-01-02,Strawberry Ice Cream,4,0,1132,1137
2026-01-03,Strawberry Ice Cream,5,0,1137,1132
2026-01-04,Strawberry Ice Cream,6,0,1132,1059
2026-01-05,Strawberry Ice Cream,0,0,1059,1005
2026-01-06,Strawberry Ice Cream,1,0,1005,1073
2026-01-07,Strawberry Ice Cream,2,0,1073,1130
2026-01-08,Strawberry Ice Cream,3,0,1130,1043
2026-01-09,Strawberry Ice Cream,4,0,1043,1041
2026-01-10,Strawberry Ice Cream,5,0,1041,1160
2026-01-11,Strawberry Ice Cream,6,0,1160,1198
2026-01-12,Strawberry Ice Cream,0,0,1198,1259
2026-01-13,Strawberry Ice Cream,1,0,1259,1138
2026-01-14,Strawberry Ice Cream,2,0,1138,1236
2026-01-15,Strawberry Ice Cream,3,0,1236,1196
2026-01-16,Strawberry Ice Cream,4,0,1196,1221
2026-01-17,Strawberry Ice Cream,5,0,1221,1247
2026-01-18,Strawberry Ice Cream,6,0,1247,1257
2026-01-19,Strawberry Ice Cream,0,0,1257,1173
2026-01-20,Strawberry Ice Cream,1,0,1173,1226
2026-01-21,Strawberry Ice Cream,2,0,1226,1295
2026-01-22,Strawberry Ice Cream,3,0,1295,1333
2026-01-23,Strawberry Ice Cream,4,0,1333,1422
2026-01-24,Strawberry Ice Cream,5,0,1422,1455
2026-01-25,Strawberry Ice Cream,6,0,1455,1528
2026-01-26,Strawberry Ice Cream,0,0,1528,1654
2026-01-27,Strawberry Ice Cream,1,0,1654,1739
2026-01-28,Strawberry Ice Cream,2,0,1739,1722
2026-01-29,Strawberry Ice Cream,3,0,1722,1649
2026-01-30,Strawberry Ice Cream,4,0,1649,1521
2026-01-31,Strawberry Ice Cream,5,0,1521,1479
2026-02-01,Strawberry Ice Cream,6,0,1479,1417
2026-02-02,Strawberry Ice Cream,0,0,1417,1388
2026-02-03,Strawberry Ice Cream,1,0,1388,1392
2026-02-04,Strawberry Ice Cream,2,0,1392,1425
2026-02-05,Strawberry Ice Cream,3,0,1425,1395
2026-02-06,Strawberry Ice Cream,4,0,1395,1294
2026-02-07,Strawberry Ice Cream,5,0,1294,1228
2026-02-08,Strawberry Ice Cream,6,0,1228,1339
2026-02-09,Strawberry Ice Cream,0,0,1339,1266
2026-02-10,Strawberry Ice Cream,1,0,1266,1352
2026-02-11,Strawberry Ice Cream,2,0,1352,1222
2026-02-12,Strawberry Ice Cream,3,0,1222,1234
2026-02-13,Strawberry Ice Cream,4,0,1234,1296
2026-02-14,Strawberry Ice Cream,5,0,1296,1378
2026-02-15,Strawberry Ice Cream,6,0,1378,1466
2026-02-16,Strawberry Ice Cream,0,0,1466,1437
2026-02-17,Strawberry Ice Cream,1,0,1437,1407
2026-02-18,Strawberry Ice Cream,2,0,1407,1510
2026-02-19,Strawberry Ice Cream,3,0,1510,1535
2026-02-20,Strawberry Ice Cream,4,0,1535,1578
2026-02-21,Strawberry Ice Cream,5,0,1578,1655
2026-02-22,Strawberry Ice Cream,6,0,1655,1605
2026-02-23,Strawberry Ice Cream,0,0,1605,1670
2026-02-24,Strawberry Ice Cream,1,0,1670,1514
2026-02-25,Strawberry Ice Cream,2,0,1514,1424
2026-02-26,Strawberry Ice Cream,3,0,1424,1562
2026-02-27,Strawberry Ice Cream,4,0,1562,1650
2026-02-28,Strawberry Ice Cream,5,0,1650,1618
2026-03-01,Strawberry Ice Cream,6,1,1618,1718
2026-03-02,Strawberry Ice Cream,0,1,1718,1873
2026-03-03,Strawberry Ice Cream,1,1,1873,1787
2026-03-04,Strawberry Ice Cream,2,1,1787,1838
2026-03-05,Strawberry Ice Cream,3,1,1838,1892
2026-03-06,Strawberry Ice Cream,4,1,1892,2051
2026-03-07,Strawberry Ice Cream,5,1,2051,1979
2026-03-08,Strawberry Ice Cream,6,1,1979,2100
2026-03-09,Strawberry Ice Cream,0,1,2100,1982
2026-03-10,Strawberry Ice Cream,1,1,1982,2042
2026-03-11,Strawberry Ice Cream,2,1,2042,1871
2026-03-12,Strawberry Ice Cream,3,1,1871,2047
2026-03-13,Strawberry Ice Cream,4,1,2047,2096
2026-03-14,Strawberry Ice Cream,5,1,2096,2065
2026-03-15,Strawberry Ice Cream,6,1,2065,1943
2025-03-16,Mango Ice Cream,6,1,79,94
2025-03-17,Mango Ice Cream,0,1,94,86
2025-03-18,Mango Ice Cream,1,1,86,80
2025-03-19,Mango Ice Cream,2,1,80,77
2025-03-20,Mango Ice Cream,3,1,77,74
2025-03-21,Mango Ice Cream,4,1,74,75
2025-03-22,Mango Ice Cream,5,1,75,89
2025-03-23,Mango Ice Cream,6,1,89,110
2025-03-24,Mango Ice Cream,0,1,110,116
2025-03-25,Mango Ice Cream,1,1,116,115
2025-03-26,Mango Ice Cream,2,1,115,108
2025-03-27,Mango Ice Cream,3,1,108,99
2025-03-28,Mango Ice Cream,4,1,99,100
2025-03-29,Mango Ice Cream,5,1,100,106
2025-03-30,Mango Ice Cream,6,1,106,129
2025-03-31,Mango Ice Cream,0,1,129,120
2025-04-01,Mango Ice Cream,1,1,120,131
2025-04-02,Mango Ice Cream,2,1,131,127
2025-04-03,Mango Ice Cream,3,1,127,114
2025-04-04,Mango Ice Cream,4,1,114,114
2025-04-05,Mango Ice Cream,5,1,114,136
2025-04-06,Mango Ice Cream,6,1,136,150
2025-04-07,Mango Ice Cream,0,1,150,157
2025-04-08,Mango Ice Cream,1,1,157,142
2025-04-09,Mango Ice Cream,2,1,142,150
2025-04-10,Mango Ice Cream,3,1,150,144
2025-04-11,Mango Ice Cream,4,1,144,133
2025-04-12,Mango Ice Cream,5,1,133,158
2025-04-13,Mango Ice Cream,6,1,158,162
2025-04-14,Mango Ice Cream,0,1,162,152
2025-04-15,Mango Ice Cream,1,1,152,165
2025-04-16,Mango Ice Cream,2,1,165,165
2025-04-17,Mango Ice Cream,3,1,165,165
2025-04-18,Mango Ice Cream,4,1,165,178
2025-04-19,Mango Ice Cream,5,1,178,190
2025-04-20,Mango Ice Cream,6,1,190,208
2025-04-21,Mango Ice Cream,0,1,208,215
2025-04-22,Mango Ice Cream,1,1,215,232
2025-04-23,Mango Ice Cream,2,1,232,253
2025-04-24,Mango Ice Cream,3,1,253,243
2025-04-25,Mango Ice Cream,4,1,243,265
2025-04-26,Mango Ice Cream,5,1,265,262
2025-04-27,Mango Ice Cream,6,1,262,294
2025-04-28,Mango Ice Cream,0,1,294,265
2025-04-29,Mango Ice Cream,1,1,265,274
2025-04-30,Mango Ice Cream,2,1,274,280
2025-05-01,Mango Ice Cream,3,1,280,273
2025-05-02,Mango Ice Cream,4,1,273,255
2025-05-03,Mango Ice Cream,5,1,255,265
2025-05-04,Mango Ice Cream,6,1,265,266
2025-05-05,Mango Ice Cream,0,1,266,247
2025-05-06,Mango Ice Cream,1,1,247,257
2025-05-07,Mango Ice Cream,2,1,257,252
2025-05-08,Mango Ice Cream,3,1,252,234
2025-05-09,Mango Ice Cream,4,1,234,244
2025-05-10,Mango Ice Cream,5,1,244,266
2025-05-11,Mango Ice Cream,6,1,266,306
2025-05-12,Mango Ice Cream,0,1,306,301
2025-05-13,Mango Ice Cream,1,1,301,295
2025-05-14,Mango Ice Cream,2,1,295,286
2025-05-15,Mango Ice Cream,3,1,286,305
2025-05-16,Mango Ice Cream,4,1,305,304
2025-05-17,Mango Ice Cream,5,1,304,335
2025-05-18,Mango Ice Cream,6,1,335,335
2025-05-19,Mango Ice Cream,0,1,335,355
2025-05-20,Mango Ice Cream,1,1,355,350
2025-05-21,Mango Ice Cream,2,1,350,321
2025-05-22,Mango Ice Cream,3,1,321,345
2025-05-23,Mango Ice Cream,4,1,345,366
2025-05-24,Mango Ice Cream,5,1,366,374
2025-05-25,Mango Ice Cream,6,1,374,403
2025-05-26,Mango Ice Cream,0,1,403,365
2025-05-27,Mango Ice Cream,1,1,365,329
2025-05-28,Mango Ice Cream,2,1,329,314
2025-05-29,Mango Ice Cream,3,1,314,324
2025-05-30,Mango Ice Cream,4,1,324,293
2025-05-31,Mango Ice Cream,5,1,293,311
2025-06-01,Mango Ice Cream,6,2,311,332
2025-06-02,Mango Ice Cream,0,2,332,401
2025-06-03,Mango Ice Cream,1,2,401,436
2025-06-04,Mango Ice Cream,2,2,436,478
2025-06-05,Mango Ice Cream,3,2,478,464
2025-06-06,Mango Ice Cream,4,2,464,518
2025-06-07,Mango Ice Cream,5,2,518,521
2025-06-08,Mango Ice Cream,6,2,521,546
2025-06-09,Mango Ice Cream,0,2,546,601
2025-06-10,Mango Ice Cream,1,2,601,574
2025-06-11,Mango Ice Cream,2,2,574,576
2025-06-12,Mango Ice Cream,3,2,576,559
2025-06-13,Mango Ice Cream,4,2,559,598
2025-06-14,Mango Ice Cream,5,2,598,649
2025-06-15,Mango Ice Cream,6,2,649,691
2025-06-16,Mango Ice Cream,0,2,691,664
2025-06-17,Mango Ice Cream,1,2,664,657
2025-06-18,Mango Ice Cream,2,2,657,735
2025-06-19,Mango Ice Cream,3,2,735,763
2025-06-20,Mango Ice Cream,4,2,763,785
2025-06-21,Mango Ice Cream,5,2,785,773
2025-06-22,Mango Ice Cream,6,2,773,777
2025-06-23,Mango Ice Cream,0,2,777,850
2025-06-24,Mango Ice Cream,1,2,850,840
2025-06-25,Mango Ice Cream,2,2,840,876
2025-06-26,Mango Ice Cream,3,2,876,964
2025-06-27,Mango Ice Cream,4,2,964,1013
2025-06-28,Mango Ice Cream,5,2,1013,1062
2025-06-29,Mango Ice Cream,6,2,1062,1056
2025-06-30,Mango Ice Cream,0,2,1056,1137
2025-07-01,Mango Ice Cream,1,2,1137,1203
2025-07-02,Mango Ice Cream,2,2,1203,1118
2025-07-03,Mango Ice Cream,3,2,1118,1266
2025-07-04,Mango Ice Cream,4,2,1266,1248
2025-07-05,Mango Ice Cream,5,2,1248,1361
2025-07-06,Mango Ice Cream,6,2,1361,1530
2025-07-07,Mango Ice Cream,0,2,1530,1690
2025-07-08,Mango Ice Cream,1,2,1690,1724
2025-07-09,Mango Ice Cream,2,2,1724,1879
2025-07-10,Mango Ice Cream,3,2,1879,2052
2025-07-11,Mango Ice Cream,4,2,2052,1952
2025-07-12,Mango Ice Cream,5,2,1952,2158
2025-07-13,Mango Ice Cream,6,2,2158,2417
2025-07-14,Mango Ice Cream,0,2,2417,2680
2025-07-15,Mango Ice Cream,1,2,2680,2820
2025-07-16,Mango Ice Cream,2,2,2820,2705
2025-07-17,Mango Ice Cream,3,2,2705,2820
2025-07-18,Mango Ice Cream,4,2,2820,3010
2025-07-19,Mango Ice Cream,5,2,3010,2759
2025-07-20,Mango Ice Cream,6,2,2759,2847
2025-07-21,Mango Ice Cream,0,2,2847,2647
2025-07-22,Mango Ice Cream,1,2,2647,2422
2025-07-23,Mango Ice Cream,2,2,2422,2565
2025-07-24,Mango Ice Cream,3,2,2565,2458
2025-07-25,Mango Ice Cream,4,2,2458,2671
2025-07-26,Mango Ice Cream,5,2,2671,2814
2025-07-27,Mango Ice Cream,6,2,2814,3069
2025-07-28,Mango Ice Cream,0,2,3069,3371
2025-07-29,Mango Ice Cream,1,2,3371,3423
2025-07-30,Mango Ice Cream,2,2,3423,3560
2025-07-31,Mango Ice Cream,3,2,3560,3724
2025-08-01,Mango Ice Cream,4,2,3724,3412
2025-08-02,Mango Ice Cream,5,2,3412,3629
2025-08-03,Mango Ice Cream,6,2,3629,3764
2025-08-04,Mango Ice Cream,0,2,3764,3451
2025-08-05,Mango Ice Cream,1,2,3451,3156
2025-08-06,Mango Ice Cream,2,2,3156,3222
2025-08-07,Mango Ice Cream,3,2,3222,3466
2025-08-08,Mango Ice Cream,4,2,3466,3819
2025-08-09,Mango Ice Cream,5,2,3819,3730
2025-08-10,Mango Ice Cream,6,2,3730,3877
2025-08-11,Mango Ice Cream,0,2,3877,3817
2025-08-12,Mango Ice Cream,1,2,3817,3787
2025-08-13,Mango Ice Cream,2,2,3787,4164
2025-08-14,Mango Ice Cream,3,2,4164,3802
2025-08-15,Mango Ice Cream,4,2,3802,3784
2025-08-16,Mango Ice Cream,5,2,3784,3840
2025-08-17,Mango Ice Cream,6,2,3840,3540
2025-08-18,Mango Ice Cream,0,2,3540,3226
2025-08-19,Mango Ice Cream,1,2,3226,3127
2025-08-20,Mango Ice Cream,2,2,3127,3023
2025-08-21,Mango Ice Cream,3,2,3023,2804
2025-08-22,Mango Ice Cream,4,2,2804,2805
2025-08-23,Mango Ice Cream,5,2,2805,2678
2025-08-24,Mango Ice Cream,6,2,2678,2493
2025-08-25,Mango Ice Cream,0,2,2493,2653
2025-08-26,Mango Ice Cream,1,2,2653,2704
2025-08-27,Mango Ice Cream,2,2,2704,2731
2025-08-28,Mango Ice Cream,3,2,2731,2713
2025-08-29,Mango Ice Cream,4,2,2713,2884
2025-08-30,Mango Ice Cream,5,2,2884,2856
2025-08-31,Mango Ice Cream,6,2,2856,3008
2025-09-01,Mango Ice Cream,0,3,3008,3142
2025-09-02,Mango Ice Cream,1,3,3142,2998
2025-09-03,Mango Ice Cream,2,3,2998,2827
2025-09-04,Mango Ice Cream,3,3,2827,2745
2025-09-05,Mango Ice Cream,4,3,2745,2831
2025-09-06,Mango Ice Cream,5,3,2831,2846
2025-09-07,Mango Ice Cream,6,3,2846,3062
2025-09-08,Mango Ice Cream,0,3,3062,2938
2025-09-09,Mango Ice Cream,1,3,2938,3026
2025-09-10,Mango Ice Cream,2,3,3026,3234
2025-09-11,Mango Ice Cream,3,3,3234,3192
2025-09-12,Mango Ice Cream,4,3,3192,3180
2025-09-13,Mango Ice Cream,5,3,3180,2941
2025-09-14,Mango Ice Cream,6,3,2941,2715
2025-09-15,Mango Ice Cream,0,3,2715,2615
2025-09-16,Mango Ice Cream,1,3,2615,2662
2025-09-17,Mango Ice Cream,2,3,2662,2721
2025-09-18,Mango Ice Cream,3,3,2721,2797
2025-09-19,Mango Ice Cream,4,3,2797,2820
2025-09-20,Mango Ice Cream,5,3,2820,2647
2025-09-21,Mango Ice Cream,6,3,2647,2721
2025-09-22,Mango Ice Cream,0,3,2721,2538
2025-09-23,Mango Ice Cream,1,3,2538,2720
2025-09-24,Mango Ice Cream,2,3,2720,2953
2025-09-25,Mango Ice Cream,3,3,2953,2908
2025-09-26,Mango Ice Cream,4,3,2908,3022
2025-09-27,Mango Ice Cream,5,3,3022,2974
2025-09-28,Mango Ice Cream,6,3,2974,3031
2025-09-29,Mango Ice Cream,0,3,3031,2785
2025-09-30,Mango Ice Cream,1,3,2785,2937
2025-10-01,Mango Ice Cream,2,3,2937,2890
2025-10-02,Mango Ice Cream,3,3,2890,3040
2025-10-03,Mango Ice Cream,4,3,3040,3307
2025-10-04,Mango Ice Cream,5,3,3307,3336
2025-10-05,Mango Ice Cream,6,3,3336,3213
2025-10-06,Mango Ice Cream,0,3,3213,3353
2025-10-07,Mango Ice Cream,1,3,3353,3037
2025-10-08,Mango Ice Cream,2,3,3037,3146
2025-10-09,Mango Ice Cream,3,3,3146,3053
2025-10-10,Mango Ice Cream,4,3,3053,2879
2025-10-11,Mango Ice Cream,5,3,2879,2955
2025-10-12,Mango Ice Cream,6,3,2955,3231
2025-10-13,Mango Ice Cream,0,3,3231,3186
2025-10-14,Mango Ice Cream,1,3,3186,3033
2025-10-15,Mango Ice Cream,2,3,3033,3091
2025-10-16,Mango Ice Cream,3,3,3091,3095
2025-10-17,Mango Ice Cream,4,3,3095,2885
2025-10-18,Mango Ice Cream,5,3,2885,2991
2025-10-19,Mango Ice Cream,6,3,2991,2715
2025-10-20,Mango Ice Cream,0,3,2715,2629
2025-10-21,Mango Ice Cream,1,3,2629,2853
2025-10-22,Mango Ice Cream,2,3,2853,3137
2025-10-23,Mango Ice Cream,3,3,3137,3186
2025-10-24,Mango Ice Cream,4,3,3186,3418
2025-10-25,Mango Ice Cream,5,3,3418,3614
2025-10-26,Mango Ice Cream,6,3,3614,3731
2025-10-27,Mango Ice Cream,0,3,3731,4076
2025-10-28,Mango Ice Cream,1,3,4076,3740
2025-10-29,Mango Ice Cream,2,3,3740,3756
2025-10-30,Mango Ice Cream,3,3,3756,3860
2025-10-31,Mango Ice Cream,4,3,3860,4244
2025-11-01,Mango Ice Cream,5,3,4244,4674
2025-11-02,Mango Ice Cream,6,3,4674,4983
2025-11-03,Mango Ice Cream,0,3,4983,4497
2025-11-04,Mango Ice Cream,1,3,4497,4812
2025-11-05,Mango Ice Cream,2,3,4812,4745
2025-11-06,Mango Ice Cream,3,3,4745,4665
2025-11-07,Mango Ice Cream,4,3,4665,4666
2025-11-08,Mango Ice Cream,5,3,4666,4787
2025-11-09,Mango Ice Cream,6,3,4787,4343
2025-11-10,Mango Ice Cream,0,3,4343,4512
2025-11-11,Mango Ice Cream,1,3,4512,4451
2025-11-12,Mango Ice Cream,2,3,4451,4059
2025-11-13,Mango Ice Cream,3,3,4059,4091
2025-11-14,Mango Ice Cream,4,3,4091,3856
2025-11-15,Mango Ice Cream,5,3,3856,3585
2025-11-16,Mango Ice Cream,6,3,3585,3742
2025-11-17,Mango Ice Cream,0,3,3742,3371
2025-11-18,Mango Ice Cream,1,3,3371,3321
2025-11-19,Mango Ice Cream,2,3,3321,3358
2025-11-20,Mango Ice Cream,3,3,3358,3467
2025-11-21,Mango Ice Cream,4,3,3467,3686
2025-11-22,Mango Ice Cream,5,3,3686,3443
2025-11-23,Mango Ice Cream,6,3,3443,3390
2025-11-24,Mango Ice Cream,0,3,3390,3667
2025-11-25,Mango Ice Cream,1,3,3667,3541
2025-11-26,Mango Ice Cream,2,3,3541,3446
2025-11-27,Mango Ice Cream,3,3,3446,3237
2025-11-28,Mango Ice Cream,4,3,3237,3516
2025-11-29,Mango Ice Cream,5,3,3516,3376
2025-11-30,Mango Ice Cream,6,3,3376,3593
